8502,PRO EN VIMI AUREO-SULFA-VIT,Oral,682.82,Cancelled Post Market
8503,RINSOL 9000 DISINFECT,Disinfectant (Food Premises),762.89,Dormant
8504,BREAK-AWAY HOG WORMER PELLETS 0.04%,Oral,222.81,Cancelled Post Market
8505,K-EXIT POUDRE,Rectal,547.91,Dormant
8506,GRIME EATER LOTION SOAP 2.5%,Topical,934.08,Cancelled Post Market
8507,ALETRIS FARINOSA GRAN AND GLOB 5CH-30CH,Oral,819.08,Cancelled Post Market
8508,ALFALFA GRAN AND GLOB 5CH-30CH,Oral,426.61,Cancelled Post Market
8509,CALCAREA IODATUM GLOBULES 5CH-30CH,Oral,500.74,Cancelled Post Market
8510,CHININUM GRAN AND GLOB 5CH-30CH,Oral,384.33,Cancelled Post Market
8511,BOLDO GRAN AND GLOB 5CH-30CH,Oral,266.95,Cancelled Post Market
8512,INDIGO GRAN AND GLOB 5CH-30CH,Oral,435.78,Cancelled Post Market
8513,ASPARAGUS OFFICINALIS GRAN AND GLOB 5CH-30CH,Oral,470.11,Cancelled Post Market
8514,BARYTA IODATA GRAN AND GLOB 5CH-30CH,Oral,882.56,Cancelled Post Market
8515,BERBERIS AQUIFOLIUM GRAN AND GLOB 5CH-30CH,Oral,104.39,Cancelled Post Market
8516,CANTHARIS GLOBULES 5CH-30CH,Oral,705.61,Cancelled Post Market
8517,CONDURANGO GRAN AND GLOB 5CH-30CH,Oral,436.38,Cancelled Post Market
8518,CUPRUM ACETICUM GRAN AND GLOB 5CH-30CH,Oral,404.65,Cancelled Post Market
8519,EUCALYPTUS GRAN AND GLOB 5CH-30CH,Oral,994.3,Cancelled Post Market
8520,EUGENIA JAMBOSA GLOBULES 5CH-30CH,Oral,33.07,Cancelled Post Market
8521,EUPATORIUM PURPUREUM GRAN AND GLOB 5CH-30CH,Oral,113.25,Cancelled Post Market
8522,LYCOPUS EUROPAEUS GRAN AND GLOB 5CH-30CH,Oral,437.94,Cancelled Post Market
8523,MAGNESIA SULFURICA GRAN AND GLOB 5CH-30CH,Oral,117.49,Cancelled Post Market
8524,NICCOLUM METALLICUM GRAN AND GLOB 5CH-30CH,Oral,143.01,Cancelled Post Market
8525,OLEA EUROPAEA GRAN AND GLOB 5CH-30CH,Oral,638.87,Cancelled Post Market
8526,STROPHANTHUS GRAN AND GLOB 5CH-30CH,Oral,490.08,Cancelled Post Market
8527,VIBURNUM OPULUS GRAN AND GLOB 5CH-30CH,Oral,56.45,Cancelled Post Market
8528,VITEX AGNUS CASTUS GRAN AND GLOB 5CH-30CH,Oral,839.53,Cancelled Post Market
8529,ABIES NIGRA GRANULES 5CH-30CH,Oral,558.59,Cancelled Post Market
8530,KALI NITRICUM GRANULES 5CH-30CH,Oral,352.76,Cancelled Post Market
8531,TEVA-FUROSEMIDE,Oral,357.23,Marketed
8532,DIAMICRON,Oral,393.62,Marketed
8533,VERSED INJ 5MG/ML,Intramuscular,983.45,Cancelled Post Market
8534,TILADE INHALER 2MG/AEM,Inhalation,993.05,Cancelled Post Market
8535,OCUFEN OPH SOLN 0.03%,Ophthalmic,783.48,Cancelled Post Market
8536,VASELINE LIP THERAPY LIP GEL,Topical,532.66,Cancelled Post Market
8537,AFTER BITE LIQUID 3.61%,Topical,776.1,Cancelled Post Market
8538,ESPRIT D'AMMONIAQUE AROMATIQUE,Nasal,850.49,Cancelled Post Market
8539,NERVINE,Oral,745.1,Cancelled Post Market
8540,PRO-LYTE,Oral,821.8,Cancelled Post Market
8541,PULMOREX EXPECTORANT LIQ,Oral,938.84,Cancelled Post Market
8542,MULTISOL,Oral,427.08,Cancelled Post Market
8543,FOSTEEN DERMATOLOGIC SHAMPOO,Topical,714.05,Cancelled Post Market
8544,ANTIDOL TABLETS,Oral,135.84,Cancelled Post Market
8545,IRIS VERSICOLOR DROPS 1X TO C1000,Oral,655.73,Cancelled Post Market
8546,PODOPHYLLUM DROPS D3-C1000,Oral,814.31,Cancelled Post Market
8547,RANUNCULUS DROPS D3-C1000,Oral,11.68,Cancelled Post Market
8548,SANGUINARIA DROPS 1X TO C1000,Oral,926.44,Cancelled Post Market
8549,SARSAPARILLA DROPS 1X TO C1000,Oral,659.75,Cancelled Post Market
8550,COMPLEX AST DROPS,Oral,116.21,Cancelled Post Market
8551,AURUM DROPS D3-C1000,Oral,306.37,Cancelled Post Market
8552,ALFALFA DROPS 1X-C1000,Oral,330.52,Cancelled Post Market
8553,CIMICIFUGA GRANULES 4X,Oral,608.2,Cancelled Post Market
8554,STAPHYSAGRIA GRANULES 4X,Oral,899.24,Cancelled Post Market
8555,CHINA GRANULES 4X,Oral,20.73,Cancelled Post Market
8556,BRYONIA GRANULES 4X,Oral,413.68,Cancelled Post Market
8557,CHAMOMILLA GRANULES 4X,Oral,38.48,Cancelled Post Market
8558,RAPHANUS GRANULES 4X,Oral,806.46,Cancelled Post Market
8559,KALIUM CARB GRANULES 4X,Oral,694.19,Cancelled Post Market
8560,NATRUM CARB GRANULES 4X,Oral,357.04,Cancelled Post Market
8561,CAPSICUM GRANULES 4X,Oral,618.19,Cancelled Post Market
8562,SABADILLA GRANULES 4X,Oral,939.24,Cancelled Post Market
8563,HYDRASTIS GRANULES 4X,Oral,523.02,Cancelled Post Market
8564,LYCOPODIUM GRANULES 4X,Oral,785.88,Cancelled Post Market
8565,THUYA GRANULES 4X,Oral,132.51,Cancelled Post Market
8566,ACONITUM NAPELLUS GRANULES 4X,Oral,600.49,Cancelled Post Market
8567,VIBURNUM OPULUS GRANULES 4X,Oral,870.29,Cancelled Post Market
8568,TABACUM GRANULES 4X,Oral,436.72,Cancelled Post Market
8569,GELSENIUM GRANULES 4X,Oral,955.75,Cancelled Post Market
8570,BELLADONNA GRANULES 4X,Oral,568.78,Cancelled Post Market
8571,SILICEA GRANULES 4X,Oral,441.27,Cancelled Post Market
8572,VALERIANA GRANULES 4X,Oral,416.79,Cancelled Post Market
8573,APIS MEL GRANULES 4X,Oral,270.93,Cancelled Post Market
8574,CINA GRANULES 4X,Oral,872.0,Cancelled Post Market
8575,GRAPHITE GRANULES 4X,Oral,530.5,Cancelled Post Market
8576,SPONGIA TOSTA GRANULES 4X,Oral,59.07,Cancelled Post Market
8577,ALLIUM CEPA GRANULES 4X,Oral,16.54,Cancelled Post Market
8578,HAMMAMELIS GRANULES 4X,Oral,743.44,Cancelled Post Market
8579,ZINC GRANULES 4X,Oral,909.99,Cancelled Post Market
8580,BERBERIS GRANULES 4X,Oral,354.08,Cancelled Post Market
8581,DROSERA GRANULES 4X,Oral,322.4,Cancelled Post Market
8582,PODOPHYLLUM GRANULES 4X,Oral,632.59,Cancelled Post Market
8583,ARNICA MONTANA GRANULES 4X,Oral,217.31,Cancelled Post Market
8584,SAPONARIA OFF GRANULES 4X,Oral,47.12,Cancelled Post Market
8585,ARGENTUM MURIATICUM GRANULES 5CH-30CH,Oral,47.54,Cancelled Post Market
8586,BISMUTHUM METALLICUM GRANULES 5CH-30CH,Oral,684.14,Cancelled Post Market
8587,FLUORITE GRANULES 5CH-30CH,Oral,421.84,Cancelled Post Market
8588,MALT PLUS,Oral,598.71,Cancelled Post Market
8589,CAL STAT,Topical,988.24,Cancelled Post Market
8590,AURUM MURIATICUM GRANULES 2CH-30CH,Oral,989.74,Cancelled Post Market
8591,AURUM MURIATICUM NATRONATUM GLOBULES 5CH-30CH,Oral,457.48,Cancelled Post Market
8592,AZURITE GRAN AND GLOB 5CH-30CH,Oral,553.76,Cancelled Post Market
8593,BAUXITE GLOBULES 5CH-30CH,Oral,836.22,Cancelled Post Market
8594,CACAO GRAN AND GLOB 5CH-30CH,Oral,445.15,Cancelled Post Market
8595,CITRIC ACID GRAN AND GLOB 5CH-30CH,Oral,329.39,Cancelled Post Market
8596,SARCOLACTIC ACID GRAN AND GLOB 5CH-30CH,Oral,369.72,Cancelled Post Market
8597,ADN GLOBULES 3CH-30CH,Oral,459.63,Cancelled Post Market
8598,ADN GRANULES 5CH-30CH,Oral,450.01,Cancelled Post Market
8599,AESCULUS GLABRA GLOBULES 4DH-30CH,Oral,163.94,Cancelled Post Market
8600,ANTIMONIUM METALLICUM GRAN AND GLOB 5CH-30CH,Oral,621.48,Cancelled Post Market
8601,ANTIMONIUM MURIATICUM GRAN AND GLOB 5CH-30CH,Oral,20.97,Cancelled Post Market
8602,CELESTITE GRAN AND GLOB 5CH-30CH,Oral,706.85,Cancelled Post Market
8603,CONVALLARIA MAJALIS GRAN AND GLOB 3DH-30CH,Oral,918.68,Cancelled Post Market
8604,CRESOLUM GRAN AND GLOB 3CH-30CH,Oral,884.46,Cancelled Post Market
8605,CROCUS SATIVUS GRAN AND GLOB 2DH-30CH,Oral,311.71,Cancelled Post Market
8606,CUBEBA GRANULES 1DH-30CH,Oral,525.34,Cancelled Post Market
8607,DIOPSIDE GRANULES 8DH-30CH,Oral,507.08,Cancelled Post Market
8608,ETHYLICUM GRANULES 1CH-30CH,Oral,410.31,Cancelled Post Market
8609,FAGOPYRUM ESCULANTUM GRANULES 1DH-30CH,Oral,372.46,Cancelled Post Market
8610,GRINDELIA GRAN AND GLOB 3DH-30CH,Oral,548.95,Cancelled Post Market
8611,HELLEBORUS NIGER GRAN AND GLOB 3DH-30CH,Oral,426.93,Cancelled Post Market
8612,HEMATITE GLOBULES 5CH-30CH,Oral,660.52,Cancelled Post Market
8613,JALAPA GRAN AND GLOB 3DH-30CH,Oral,235.49,Cancelled Post Market
8614,LAC DEFLORATUM GLOBULES 5CH-30CH,Oral,407.15,Cancelled Post Market
8615,IMAVEROL,Topical,358.94,Dormant
8616,APO-CEPHALEX,Oral,672.16,Marketed
8617,APO-CEPHALEX,Oral,206.57,Marketed
8618,ADRIAMYCIN RDF INJ 150MG/VIAL,Intravenous,683.16,Cancelled Post Market
8619,TEVA-HALOPERIDOL,Oral,167.8,Cancelled Post Market
8620,METALLUM ALBUM GRANULES 4X,Oral,829.99,Cancelled Post Market
8621,RAD-X DESINFECTANT 10%,Disinfectant (Food Premises),460.02,Cancelled Post Market
8622,FERRUM MURIATICUM GRANULES 1CH-30CH,Oral,644.38,Cancelled Post Market
8623,CHALCOPYRITE GRAN AND GLOB 5CH-30CH,Oral,903.98,Cancelled Post Market
8624,NATUROGENE TAB 36MG,Oral,951.66,Cancelled Post Market
8625,SOLYSTAT,Rectal,974.69,Cancelled Post Market
8626,SOLYSTAT,Oral,457.82,Marketed
8627,BALMINIL DECONGESTIONNANT SIROP 30MG/5ML,Oral,230.98,Cancelled Post Market
8628,OCCLUCORT FILM FORMING LOT 0.05,Topical,708.79,Cancelled Post Market
8629,LACTUCA VIROSA GRANULES 1DH-30CH,Oral,607.7,Cancelled Post Market
8630,NEPENTHES GRANULES 1DH-30CH,Oral,734.6,Cancelled Post Market
8631,MOLYBDENUM METALLICUM GRANULES 4CH-30CH,Oral,908.09,Cancelled Post Market
8632,OVI GALLINAE PELLICULA GRANULES 5CH-30CH,Oral,482.85,Cancelled Post Market
8633,QUEBRACHO GRAN AND GLOB 3DH-30CH,Oral,712.9,Cancelled Post Market
8634,RHEUM OFFICINALE GRANULES 1DH-30CH,Oral,744.5,Cancelled Post Market
8635,RHUS VERNIX GRAN AND GLOB 4DH-30CH,Oral,121.65,Cancelled Post Market
8636,THIOSINAMINUM GLOBULES 3DH-30CH,Oral,938.54,Cancelled Post Market
8637,HUMANALBIN INJ 5%,Intravenous,364.29,Cancelled Post Market
8638,YOBINE INJECTABLE,Intravenous,304.19,Dormant
8639,PCE,Oral,958.45,Cancelled Post Market
8640,ACID CONCENTRATE 2125,Dialysis,700.27,Cancelled Post Market
8641,ACID CONCENTRATE D12117,Dialysis,672.49,Cancelled Post Market
8642,LUTROPIN-V (PORCINE PITUITARY LUTEINIZING HORMONE FOR INJECTION),Subcutaneous,630.26,Cancelled Post Market
8643,THIAMINE HYDROCHLORIDE INJ 100MG/ML,Intramuscular,648.38,Cancelled Post Market
8644,STERILE WATER FOR INHALATION USP 3ML,Inhalation,928.75,Cancelled Post Market
8645,STERILE 0.45% SODIUM CHLORIDE SOLUTION FOR INHALATION USP 3ML,Inhalation,297.22,Cancelled Post Market
8646,STERILE 0.9% SODIUM CHLORIDE SOLUTION FOR INHALATION USP 3ML,Inhalation,579.04,Cancelled Post Market
8647,R79 CAP,Oral,308.17,Cancelled Post Market
8648,LEMON GUARD,Disinfectant (Hospital/Hc Facilities),963.49,Cancelled Post Market
8649,DETERGICIDE,Disinfectant (Food Premises),569.46,Cancelled Post Market
8650,ZINC TAB 25MG HVP CHELATED,Oral,113.59,Cancelled Post Market
8651,MAGNESIUM OXIDE TAB 420MG,Oral,5.03,Cancelled Post Market
8652,"IRON PLUS MANGANESE, B12, FOLIC ACID & C",Oral,226.84,Cancelled Post Market
8653,B6 TABLETS 100MG,Oral,593.47,Cancelled Post Market
8654,SELENIUM OXIDE TAB 50MCG,Oral,184.76,Cancelled Post Market
8655,BETA CAROTENE TAB 10000UNIT,Oral,388.12,Cancelled Post Market
8656,VITAMINE C CAP 500MG,Oral,549.69,Cancelled Post Market
8657,PRAMOX HC CREAM,Topical,338.94,Marketed
8658,ACID CONCENTRATE 2135,Dialysis,258.32,Dormant
8659,ACID CONCENTRATE 2139,Dialysis,313.69,Cancelled Post Market
8660,BICARBONATE CONCENTRATE 4105,Dialysis,855.11,Cancelled Post Market
8661,MONITAN TAB 400MG,Oral,860.42,Cancelled Post Market
8662,NIX CREME RINSE,Topical,862.88,Marketed
8663,AA-DILTIAZ,Oral,583.74,Marketed
8664,AA-DILTIAZ,Oral,889.48,Marketed
8665,ACTIVASE RT-PA INJ,Intravenous,923.92,Cancelled Post Market
8666,PHOSPHO-SODA BUFFERED SALINE LAXATIVE,Oral,921.05,Cancelled Post Market
8667,B-10 GERMICIDE,Udder Wash,386.78,Cancelled Post Market
8668,K-MED,Oral,524.71,Cancelled Post Market
8669,CANTHARONE PLUS,Topical,464.49,Marketed
8670,BALSULPH OPH LIQ 10.0%,Ophthalmic,833.67,Cancelled Post Market
8671,GENTRASUL LIQ 3MG/ML,Ophthalmic,992.84,Cancelled Post Market
8672,BAUXITE GRANULES 5CH-30CH,Oral,852.99,Cancelled Post Market
8673,RINSOL 4500 DISINFECT,Disinfectant (Food Premises),182.09,Marketed
8674,SPECTRO TAR ANTISEPTIC SHAMPOO,Topical,699.18,Cancelled Post Market
8675,BEAUTEL SUPPLEMENT DE VITAMINES ET MINERAL,Oral,837.31,Cancelled Post Market
8676,MULTIVIT ET FER AMPOULES ET COMPRIMES,Oral,191.61,Cancelled Post Market
8677,TEGRETOL CR,Oral,493.24,Marketed
8678,APO-ATENOL TAB 50MG,Oral,371.94,Marketed
8679,APO-ATENOL TAB 100MG,Oral,604.15,Marketed
8680,DIATRUM DRAGEES,Oral,395.51,Cancelled Post Market
8681,ACID CONCENTRATE 2100,Dialysis,430.27,Cancelled Post Market
8682,NOVILAX TAB,Oral,347.98,Cancelled Post Market
8683,FEMITAB TAB,Oral,383.23,Cancelled Post Market
8684,DOLOMINE 37,Oral,178.89,Cancelled Post Market
8685,ACID CONCENTRATE 2101,Dialysis,789.33,Cancelled Post Market
8686,ACID CONCENTRATE 2102,Dialysis,225.89,Dormant
8687,ACID CONCENTRATE 2105,Dialysis,865.71,Cancelled Post Market
8688,ACID CONCENTRATE 2109,Dialysis,198.43,Cancelled Post Market
8689,ACID CONCENTRATE 2116,Dialysis,825.65,Marketed
8690,ACID CONCENTRATE 2117,Dialysis,237.8,Marketed
8691,ACID CONCENTRATE 2120,Dialysis,815.12,Cancelled Post Market
8692,ACID CONCENTRATE 2121,Dialysis,635.83,Cancelled Post Market
8693,800 SODIUM BICARBONATE POWDER,Dialysis,505.12,Dormant
8694,XYLOCAINE - MPF 5% WITH GLUCOSE 7.5%,Intraspinal,623.67,Cancelled Post Market
8695,XYLOCAINE MPF 1%,Block/Infiltration,422.98,Cancelled Post Market
8696,NIK-STOP II STYPTIC POWDER,Topical,850.93,Cancelled Post Market
8697,MANGANESE CHELATED TAB 50MG,Oral,166.88,Cancelled Post Market
8698,CHEWABLE ENZYMES TABLETS,Oral,65.01,Cancelled Post Market
8699,GINGI PAK CORD NO 1,Dental,792.86,Cancelled Post Market
8700,CALMINE TAB,Oral,544.64,Cancelled Post Market
8701,POVIDERM SHAMPOO 5%,Topical,235.09,Cancelled Post Market
8702,BAUMODYNE GEL,Topical,981.32,Cancelled Post Market
8703,TIGHTEN-UP,Topical,331.15,Cancelled Post Market
8704,BOVILIX,Topical,516.29,Cancelled Post Market
8705,PMS-THIORIDAZINE SOLUTION 30MG/ML,Oral,951.19,Cancelled Post Market
8706,O CALCIUM 500MG PLUS D TAB,Oral,694.92,Cancelled Post Market
8707,GLA OIL CAPS,Oral,789.57,Cancelled Post Market
8708,ECHINACEA TINCTURE,Oral,577.33,Cancelled Post Market
8709,M.O.S. SR TABLETS 30MG,Oral,137.35,Cancelled Post Market
8710,M.O.S. SR TABLETS 60MG,Oral,17.0,Cancelled Post Market
8711,VITAMIN C FROM ASCORBATES AND MINERALS,Oral,171.96,Cancelled Post Market
8712,CORYTAB,Oral,757.88,Cancelled Post Market
8713,PMS-TRIFLUOPERAZINE HCL SYR 1.18MG/ML,Oral,534.96,Cancelled Post Market
8714,PMS-THIORIDAZINE SOLUTION 5MG/ML,Oral,77.77,Cancelled Post Market
8715,PMS-GENTAMICIN SULFATE OPH DPS 0.3%,Ophthalmic,355.39,Cancelled Post Market
8716,PMS-ARTIFICIAL TEARS DPS 1.4%,Ophthalmic,234.26,Cancelled Post Market
8717,BAROS EFFERVESCENT GRANULES,Oral,414.19,Cancelled Post Market
8718,BAROCAT SUSP 1.5%,Rectal,872.73,Cancelled Post Market
8719,BAROSPERSE FOR SUSP 95%,Oral,963.21,Cancelled Post Market
8720,FLO-COAT SUSP 100%,Rectal,125.44,Cancelled Post Market
8721,THERAPLEX E TAB 2.5UNIT,Oral,476.59,Cancelled Post Market
8722,CALDUIT-D-600 TAB,Oral,842.04,Cancelled Post Market
8723,SINUGEX 38,Oral,158.52,Cancelled Post Market
8724,ZINC CREAM,Topical,232.28,Cancelled Post Market
8725,STANCARE LOTION,Topical,326.56,Cancelled Post Market
8726,DEGREE SOLID ANTIPERSPIRANT,Topical,567.8,Cancelled Post Market
8727,DEGREE AEROSOL ANTIPERSPIRANT 10%,Topical,194.82,Cancelled Post Market
8728,T.A. VIT A & D OINTMENT,Topical,816.14,Cancelled Post Market
8729,CALMOMUSC LIQ,Topical,632.56,Cancelled Post Market
8730,PEGLYTE POWDER,Oral,117.69,Marketed
8731,PEGLYTE SOLUTION,Oral,462.42,Cancelled Post Market
8732,IOCIDE,Disinfectant (Food Premises),763.77,Cancelled Post Market
8733,COENZYME CO Q10 CAP 30MG,Oral,912.46,Cancelled Post Market
8734,AXID,Oral,608.43,Marketed
8735,AXID,Oral,205.81,Dormant
8736,APO-SULIN TAB 150MG,Oral,732.15,Cancelled Post Market
8737,APO-SULIN TAB 200MG,Oral,330.14,Cancelled Post Market
8738,ENFLURANE,Inhalation,826.34,Cancelled Post Market
8739,TEVA-NAPROXEN SODIUM,Oral,749.55,Marketed
8740,REGULAR STRENGTH TYLENOL SINUS CAPLETS,Oral,89.0,Dormant
8741,OCUTEARS DROPS,Ophthalmic,475.08,Cancelled Post Market
8742,GARDE ANTISEPTIC SKIN CLEANER,Topical,319.71,Cancelled Post Market
8743,ZINC TAB 10MG,Oral,321.58,Cancelled Post Market
8744,NITROJECT INJ 5MG/ML,Intravenous,504.87,Marketed
8745,TOBRADEX,Ophthalmic,95.9,Marketed
8746,TOBRADEX,Ophthalmic,319.84,Marketed
8747,DOCUSATE SODIUM SYRUP 4MG/ML,Oral,149.78,Cancelled Post Market
8748,NYADERM ORAL SUS 100000UNIT/ML USP,Oral,964.82,Dormant
8749,SCRUB-STAT IV 4%,Topical,219.38,Cancelled Post Market
8750,BACTI-STAT 0.3%,Topical,214.72,Marketed
8751,SALINOL SOL 160MG,Nasal,417.29,Cancelled Post Market
8752,SALINEX NASAL LUBRICANT GEL,Nasal,253.14,Cancelled Post Market
8753,SANILINE SANITIZER & DISINFECTANT LIQ,Disinfectant (Food Premises),759.73,Cancelled Post Market
8754,VALERIAN TCT 435MG/ML,Oral,250.73,Cancelled Post Market
8755,CODEINE TAB 15MG,Oral,465.58,Cancelled Post Market
8756,CODEINE TAB 30MG,Oral,123.37,Cancelled Post Market
8757,RATIO-CODEINE,Oral,157.83,Cancelled Post Market
8758,PAVERAL LIQ 10MG/ML,Oral,269.6,Cancelled Post Market
8759,NOBESINE 75 SUSTAINED RELEASE CAPSULE 75MG,Oral,116.43,Cancelled Post Market
8760,SOLUCODAN-H,Oral,46.86,Cancelled Post Market
8761,SOLUCODAN SYRUP,Oral,769.22,Cancelled Post Market
8762,OPIUM CAMPHRE TANIN TAB,Oral,928.54,Cancelled Post Market
8763,BRONCODEINE SYR,Oral,671.76,Cancelled Post Market
8764,ALBUTEIN 5% SOLN USP,Intravenous,830.9,Dormant
8765,ALBUTEIN 25% SOLN USP,Intravenous,191.69,Dormant
8766,CALCIUM 600 + D COMPRIMES,Oral,113.39,Cancelled Post Market
8767,FIBYRAX TAB 469MG,Oral,147.33,Cancelled Post Market
8768,NIODAN 500 MG TIME RELEASE TABLETS,Oral,65.61,Dormant
8769,WARRIOR,Disinfectant (Hospital/Hc Facilities),239.71,Marketed
8770,DETERGICIDE LIQUID,Disinfectant (Food Premises),53.74,Marketed
8771,LEMON GARD,Disinfectant (Hospital/Hc Facilities),381.53,Marketed
8772,ACID CONCENTRATE  D12119,Dialysis,313.42,Cancelled Post Market
8773,SANI-CLOTH GERMICIDAL,Disinfectant (Hospital/Hc Facilities),787.8,Cancelled Post Market
8774,IOBAN 2 PAD,Topical,836.32,Cancelled Post Market
8775,H-BIG,Intramuscular,30.63,Cancelled Post Market
8776,CO-ENZYME Q10 CAP 30MG,Oral,875.04,Cancelled Post Market
8777,VITAMIN D 1000 IU TABLETS,Oral,695.42,Cancelled Post Market
8778,ACTROL DANDRUFF SHAMPOO 1.2%,Topical,222.36,Cancelled Post Market
8779,CALCIUM GLUCONATE INJECTION USP,Intravenous,558.87,Cancelled Post Market
8780,PHENYTOIN SODIUM INJECTION USP,Intramuscular,808.49,Marketed
8781,VITAMIN C,Intravenous,660.4,Marketed
8782,SODIUM ACETATE INJ 328MG/ML USP,Intravenous,561.87,Cancelled Post Market
8783,POTASSIUM ACETATE,Intravenous,922.87,Cancelled Post Market
8784,ELVIT,Oral,396.93,Cancelled Post Market
8785,HEPAVIT FCC,Intramuscular,772.97,Cancelled Post Market
8786,OXYSOL-110,Oral,957.61,Dormant
8787,OXY - 250,Oral,994.31,Dormant
8788,OXY-440,Oral,406.45,Cancelled Post Market
8789,TETRAMED 250,Oral,558.44,Marketed
8790,MULTIVITAMINES & MINERAUX FORTES TAB,Oral,159.1,Cancelled Post Market
8791,MULTIVITAMINES & MINERAUX TAB,Oral,280.16,Cancelled Post Market
8792,MULTIVITAMINES & MINERAUX JR TAB,Oral,469.34,Cancelled Post Market
8793,DIVOSAN LIQ 16.6%,Udder Wash,366.88,Cancelled Post Market
8794,VITAMIN E INJ 100UNIT/ML,Intramuscular,108.33,Dormant
8795,BEBULIN VH 500UNIT/VIAL,Intravenous,892.63,Cancelled Post Market
8796,TRISYN,Topical,751.38,Cancelled Post Market
35369,SUBOXONE,Sublingual,261.79,Marketed
8797,DIAMORPHINE HYDROCHLORIDE INJ 100MG/ML BP,Subcutaneous,455.07,Cancelled Post Market
8798,DIAMORPHINE HYDROCHLORIDE INJ 30MG/ML BP,Subcutaneous,138.63,Cancelled Post Market
8799,PERCUTANEOUS SHEATH INTRODUCER KIT HL-09883,Intravenous,784.94,Cancelled Post Market
8800,MICROSOL 4.5% LIQ,Disinfectant (Food Premises),33.91,Cancelled Post Market
8801,CHORULON,Subcutaneous,364.6,Marketed
8802,VITAMIN K1 INJ 1MG/0.5ML USP,Intravenous,278.56,Marketed
8803,COCCULUS INDICUS DROPS D3-C1000,Oral,179.42,Cancelled Post Market
8804,CLEMATIS ERECTA DROPS D3-C1000,Oral,743.79,Cancelled Post Market
8805,ALUMINA DROPS D3-C1000,Oral,4.62,Cancelled Post Market
8806,TABACUM DROPS D3-C1000,Oral,16.83,Cancelled Post Market
8807,SABINA DROPS D3-C1000,Oral,919.29,Cancelled Post Market
8808,SUPER STEROL NO1 LIQ,Disinfectant (Hospital/Hc Facilities),264.6,Cancelled Post Market
8809,SUPER STEROL NO2 LIQ,Disinfectant (Food Premises),531.55,Cancelled Post Market
8810,B-50 COMPLEX TAB,Oral,572.86,Cancelled Post Market
8811,CALCIUM GLUCONATE TABLETS 648MG USP,Oral,494.82,Cancelled Post Market
8812,CALCIUM SYRUP 110MG/5ML,Oral,982.78,Cancelled Post Market
8813,MEGA A-D-E CAPSULES,Oral,134.16,Cancelled Post Market
8814,MEGA MIN CAPSULES,Oral,752.62,Cancelled Post Market
8815,MEGA 13 MULTIVITAMIN FORMULA,Oral,360.65,Cancelled Post Market
8816,BETA CAROTENE 10000 U.I.,Oral,438.92,Cancelled Post Market
8817,CO-OP BANMINTH II DEWORMER PELLETS,Oral,461.79,Cancelled Post Market
8818,MAXIBAR LIQUID 210GM/100ML,Oral,654.2,Cancelled Post Market
8819,ANDRIOL,Oral,470.52,Cancelled Post Market
8820,ZANTAC ORAL SOLUTION 15MG/ML,Oral,597.07,Cancelled Post Market
8821,DOPAMINE HYDROCHLORIDE AND 5% DEXTROSE INJECTION USP,Intravenous,205.73,Cancelled Post Market
8822,TRIPHASIL 21 TAB,Oral,576.68,Cancelled Post Market
8823,TRIPHASIL 28 TAB,Oral,490.86,Cancelled Post Market
8824,MIN-OVRAL 21 TAB,Oral,320.99,Cancelled Post Market
8825,MIN-OVRAL 28 TAB,Oral,315.34,Cancelled Post Market
8826,VOLTAREN SR,Oral,492.04,Cancelled Post Market
8827,APO-NADOLOL,Oral,999.77,Marketed
8828,APO-NADOLOL,Oral,182.99,Marketed
8829,APO-VERAP TAB 80MG,Oral,487.31,Marketed
8830,APO-VERAP TABLET 120MG,Oral,893.59,Marketed
8831,APO-NADOLOL,Oral,797.46,Marketed
8832,CLARITIN ALLERGY,Oral,412.61,Marketed
8833,TEVA-CARBAMAZEPINE,Oral,382.89,Marketed
8834,FLEXERIL   -(10MG),Oral,488.34,Cancelled Post Market
8835,NIFEDIPINE-10 CAP 10MG,Oral,526.01,Cancelled Post Market
8836,JEAN NATE ROLL-ON ANTIPERSPIRANT,Topical,270.55,Cancelled Post Market
8837,CAFERGOT SUP,Rectal,54.26,Cancelled Post Market
8838,ANTECUBITAL CENT VENOUS CATHETERIZATION KIT,Epidural,224.82,Cancelled Post Market
8839,PERCUTANEOUS SHEATH INTRO KIT AK-09810-S,Intravenous,869.59,Cancelled Post Market
8840,PMS-METRONIDAZOLE,Oral,480.58,Marketed
8841,ANATRAST PST 55%,Rectal,610.59,Cancelled Post Market
8842,E 100 IU CAPSULES,Oral,221.28,Cancelled Post Market
8843,KLB6 TABLETS 17MG,Oral,736.81,Cancelled Post Market
8844,CHEWABLE C TAB 100MG,Oral,532.74,Cancelled Post Market
8845,LP-30,Udder Wash,991.56,Cancelled Post Market
8846,LP-20,Topical,742.59,Cancelled Post Market
8847,PANCREASE-V TABLETS,Oral,910.07,Cancelled Post Market
8848,PANK-AID,Oral,78.89,Marketed
8849,CONTRASTAPH,Disinfectant (Hospital/Hc Facilities),424.31,Cancelled Post Market
8850,FLOURO ETHYL AER,Topical,402.19,Cancelled Post Market
8851,KIDS GRAVOL SUPPOSITORIES,Rectal,388.6,Marketed
8852,12% SODIUM CHLORDIE PROCESSING SOLUTION,Irrigation,133.22,Marketed
