researchBudget, productType, productPricePerUnit, productStatus, eventCountry, eventAttendance, afflictionCommunicable, afflictionCasesReported, afflictionDeathRate, afflictionImmunizationPercentage, afflictionCountry, countryRegion, countryGDP, countryLandlocked, countryPopulation, countryRural, salesTotalRevenue
2777,10,771,6,1,-1,1,8497511,-1,-1,7,0,4000,0,78232124,1,1
929226,64,675,6,1,2725860,1,2594408,36,-1,9,1,2900,0,1095351995,1,1
643567,64,28,9,1,455342,0,-1,-1,-1,4,1,5000,0,1317885000,0,0
779668,64,944,6,7,-1,0,18048493,-1,-1,3,3,7800,0,197514541,0,1
179729,83,119,6,7,-1,0,8435934,-1,-1,1,0,10700,0,48489464,0,1
707615,64,658,9,6,-1,1,-1,-1,-1,5,2,29800,0,33628895,0,0
177043,83,313,6,7,-1,0,76269510,-1,-1,7,1,5000,0,1345035000,0,0
471309,64,110,6,6,-1,1,-1,-1,-1,4,3,7800,0,199287292,0,0
265169,51,360,6,7,-1,1,47533,14000,-1,5,2,9000,0,109170503,0,1
60180,64,569,6,7,-1,1,1808,500,-1,8,2,37800,0,318386329,0,1
849553,87,420,6,9,-1,1,-1,-1,95,4,2,37800,0,304093966,0,1
315434,83,776,6,9,-1,1,-1,-1,76,6,3,7800,0,192030362,0,1
425714,87,745,5,5,292161,1,-1,-1,75,7,2,37800,0,304093966,0,1
327664,64,427,6,3,-1,1,-1,-1,68,9,2,37800,0,295516599,0,0
290904,64,541,6,5,-1,1,89659,-1,-1,9,1,5000,0,1363240000,0,0
429997,4,489,6,9,-1,0,412644359,-1,-1,9,0,10700,0,52832659,0,1
78689,64,732,7,9,30000400,1,1564,0,-1,1,1,2900,0,1234281163,1,0
567532,83,490,6,2,-1,0,-1,-1,-1,2,1,5000,0,1317885000,0,0
530613,59,325,6,7,-1,1,-1,-1,75,6,1,2900,0,1147609924,1,0
728153,64,225,6,1,-1,0,-1,-1,-1,1,0,4000,0,96442590,1,1
378488,51,912,6,1,-1,1,-1,-1,85,6,2,29800,0,35702908,0,1
738906,83,854,9,7,-1,0,91054203,-1,-1,5,1,5000,0,1345035000,0,1
778122,10,639,0,9,-1,1,-1,-1,96,3,0,10700,0,49779472,0,0
415161,64,216,6,7,-1,1,-1,-1,-1,1,3,7800,0,195713637,0,1
704192,64,672,6,1,1195299,1,1759,0,-1,1,3,7800,0,188167353,0,0
618891,64,197,6,5,-1,1,-1,-1,-1,8,1,2900,0,1265780243,1,0
205862,64,460,6,7,-1,0,-1,-1,-1,4,2,29800,0,35082954,0,1
473805,59,186,9,9,15900,1,-1,-1,93,2,1,2100,0,167808106,1,1
761688,64,798,9,9,-1,1,-1,-1,14,1,3,7800,0,188167353,0,1
371673,64,40,6,6,3178856,0,23252503,-1,-1,6,2,37800,0,309327143,0,1
489409,64,947,6,8,-1,1,-1,-1,-1,3,0,4000,0,78887007,1,1
365474,64,578,8,7,-1,1,-1,-1,98,3,2,29800,0,34004889,0,0
979374,83,105,6,9,-1,0,-1,-1,-1,5,2,9000,0,110815272,0,0
528800,64,717,9,6,-1,1,-1,-1,-1,4,3,7800,0,186127108,0,1
255261,64,670,6,6,-1,1,-1,-1,94,1,0,10700,0,49119766,0,1
970440,64,118,9,4,-1,0,-1,-1,-1,4,1,2900,0,1295600768,1,0
628955,64,997,0,7,-1,1,-1,-1,95,8,1,2100,0,212228288,1,0
461592,64,316,9,7,-1,1,1086217,4,-1,4,3,7800,0,192030362,0,1
964981,83,488,6,7,-1,0,100191003,-1,-1,2,1,2900,0,1280842119,1,1
642547,64,105,9,7,-1,0,-1,-1,-1,8,0,10700,0,53687125,0,1
327995,77,898,6,7,-1,0,-1,-1,-1,9,2,29800,0,33247118,0,0
256978,64,332,9,9,30000400,0,-1,-1,-1,1,3,7800,0,211049519,0,0
845075,83,957,9,7,-1,1,-1,-1,94,4,1,5000,0,1311020000,0,1
191437,39,470,9,7,-1,0,394052960,-1,-1,4,1,2900,0,1217726217,1,0
917422,87,491,6,4,-1,1,-1,-1,-1,4,1,2100,0,216565317,1,1
295365,83,466,0,7,-1,1,-1,-1,65,7,0,10700,0,53687125,0,1
474994,64,432,6,3,-1,1,-1,-1,-1,5,2,9000,0,107449525,0,0
701345,64,58,7,5,-1,1,2003,-1,-1,4,1,5000,0,1363240000,0,1
40261,83,179,6,9,-1,0,-1,-1,-1,6,1,5000,0,1354190000,0,0
42358,64,142,6,9,-1,1,0,-1,-1,4,1,2100,0,207906210,1,1
614930,64,484,6,7,-1,1,23345,6900,-1,7,2,29800,0,37065178,0,0
133715,64,769,6,9,-1,1,-1,-1,-1,4,1,2100,0,195305012,1,1
80990,64,19,6,9,-1,1,-1,-1,93,3,2,29800,0,36109487,0,1
859720,83,949,6,1,-1,1,-1,-1,-1,7,3,7800,0,201035904,0,0
781330,64,862,6,9,-1,1,0,-1,-1,4,1,2900,0,1338676779,1,1
716833,64,189,0,9,-1,1,-1,-1,99,4,0,4000,0,90424668,1,0
186919,56,133,9,9,-1,1,-1,-1,-1,2,1,5000,0,1317885000,0,0
158378,83,218,6,9,-1,0,390773225,-1,-1,4,2,9000,0,110815272,0,1
158582,64,169,6,7,-1,0,-1,-1,-1,3,2,37800,0,311583481,0,1
817157,64,996,9,7,-1,1,565470,250000,-1,6,2,37800,0,295516599,0,0
403131,63,722,8,7,-1,1,-1,-1,96,3,0,10700,0,48489464,0,1
563494,83,244,9,8,-1,1,-1,-1,86,4,1,2900,0,1147609924,1,0
891955,64,276,9,1,-1,0,-1,-1,-1,1,1,2900,0,1095351995,1,0
377750,64,968,6,8,-1,1,-1,-1,82,3,1,2900,0,1366417756,1,0
733605,83,375,6,4,-1,1,-1,-1,83,5,2,37800,0,326838199,0,1
595195,64,739,6,1,455342,1,-1,-1,85,5,1,5000,0,1407745000,0,1
98875,64,320,6,7,-1,1,15284,6400,-1,3,1,2900,0,1183209471,1,1
668806,77,310,6,9,-1,1,-1,-1,-1,8,0,10700,0,55386369,0,1
439803,83,820,6,1,-1,1,-1,-1,-1,5,1,2900,0,1234281163,1,1
168146,51,56,9,6,-1,1,-1,-1,93,1,2,29800,0,32243753,0,0
645681,64,378,6,8,-1,1,796,200,-1,8,0,10700,0,49779472,0,1
306431,11,978,0,7,-1,0,8373595,-1,-1,1,2,37800,0,306771529,0,0
299035,64,928,6,7,-1,1,-1,-1,-1,3,1,2900,0,1250287939,1,1
475712,83,125,6,6,-1,0,32926873,-1,-1,8,2,37800,0,313877662,0,1
358102,83,688,6,6,-1,1,-1,-1,-1,2,2,29800,0,37593384,0,0
904578,83,753,9,7,-1,1,-1,-1,70,6,2,29800,0,37065178,0,1
947796,75,535,8,7,-1,0,-1,-1,-1,2,0,10700,0,58558267,0,1
588962,63,322,9,7,-1,1,10264,0,-1,2,2,9000,0,121858251,0,0
372121,83,769,6,9,-1,1,-1,-1,98,8,1,2900,0,1183209471,1,0
347966,8,189,9,9,-1,1,-1,-1,-1,5,2,9000,0,107449525,0,0
14872,64,224,6,7,-1,0,417667155,-1,-1,9,1,2900,0,1338676779,1,1
877971,64,939,9,9,-1,1,119188741,-1,-1,9,1,2900,0,1295600768,1,1
111140,39,744,6,9,15900,1,-1,-1,91,3,1,5000,0,1363240000,0,1
78522,9,898,8,2,-1,1,-1,-1,91,1,1,2100,0,203631356,1,1
802020,64,654,6,9,-1,1,-1,-1,99,8,1,2100,0,164022626,1,0
791178,64,685,6,5,-1,1,1768,500,-1,8,1,2100,0,191260799,1,0
317833,64,431,9,7,-1,1,-1,-1,-1,2,0,4000,0,88404652,1,0
747517,64,255,9,1,-1,1,-1,-1,-1,6,1,5000,0,1313973713,0,1
719169,83,986,8,6,-1,1,46532,14000,-1,5,1,2100,0,160304007,1,1
194133,64,826,6,1,-1,1,-1,-1,-1,7,3,7800,0,188078227,0,0
17749,64,693,6,9,-1,1,10015,0,-1,2,2,37800,0,323071755,0,0
348775,83,734,6,7,-1,1,-1,-1,-1,4,2,37800,0,306771529,0,0
503842,64,31,6,7,-1,1,-1,-1,99,3,1,2100,0,187280125,1,1
509961,64,291,0,6,-1,1,-1,-1,-1,3,2,9000,0,126190782,0,1
253718,83,829,0,5,-1,1,-1,-1,98,3,0,10700,0,47880595,0,1
481686,64,304,6,9,-1,1,-1,-1,-1,9,0,10700,0,47880595,0,1
804679,64,676,9,4,51436,1,2794731,34,-1,9,2,29800,0,36109487,0,1
184399,51,335,6,1,455342,1,-1,-1,97,3,0,10700,0,54544184,0,1
519459,64,208,9,1,366370,1,-1,-1,-1,4,2,9000,0,115695468,0,0
150861,39,44,6,2,-1,0,349824300,-1,-1,4,2,29800,0,35437435,0,1
112073,71,729,6,7,-1,0,101353522,-1,-1,2,0,4000,0,92442549,1,1
761742,83,934,6,7,-1,1,-1,-1,-1,1,2,37800,0,298444215,0,0
989434,64,971,9,6,-1,1,-1,-1,-1,2,2,9000,0,107449525,0,1
612321,51,509,9,7,-1,1,-1,-1,-1,9,1,2100,0,216565317,1,1
191073,5,540,9,5,-1,1,-1,-1,-1,3,2,29800,0,37593384,0,1
613783,64,946,6,1,-1,1,205220200,-1,-1,9,2,9000,0,109170503,0,1
19359,10,728,9,8,-1,0,-1,-1,-1,6,1,2100,0,212228288,1,0
461153,64,883,9,1,-1,1,-1,-1,-1,3,0,10700,0,44187637,0,1
511861,5,950,6,9,-1,1,-1,-1,-1,3,2,37800,0,298444215,0,1
829987,64,821,8,5,292161,0,93556217,-1,-1,7,0,10700,0,58558267,0,0
611248,64,589,6,9,-1,1,-1,-1,87,4,3,7800,0,186127108,0,1
657661,83,146,6,9,-1,1,216205176,-1,-1,9,0,4000,0,82761244,1,1
443579,64,731,6,4,-1,0,-1,-1,-1,1,1,5000,0,1371860000,0,1
834408,10,293,9,9,-1,1,-1,-1,74,6,1,2900,0,1352642283,1,1
660049,64,269,6,7,-1,1,-1,-1,-1,1,1,5000,0,1331260000,0,1
366184,10,38,6,9,-1,1,-1,-1,96,5,2,29800,0,35702908,0,0
961101,64,956,0,5,-1,1,-1,-1,-1,8,0,10700,0,44187637,0,1
351366,64,829,6,5,-1,1,-1,-1,93,8,1,2900,0,1310152392,1,1
289412,64,359,6,7,-1,1,495212,26,-1,7,2,9000,0,114092961,0,1
826462,64,550,6,9,-1,1,46532,14000,-1,5,2,29800,0,32243753,0,0
693070,51,868,9,9,-1,1,14436090,-1,-1,7,1,2100,0,191260799,1,1
67640,83,99,6,6,-1,1,-1,-1,96,8,2,9000,0,115695468,0,1
522095,51,967,9,9,-1,1,3070,500,-1,8,0,10700,0,44187637,0,0
951904,32,282,9,9,-1,0,-1,-1,-1,2,0,4000,0,88404652,1,0
480378,10,707,6,7,-1,1,495212,26,-1,7,0,10700,0,51216967,0,0
80117,64,627,0,7,-1,0,-1,-1,-1,4,2,9000,0,110815272,0,1
336515,64,134,9,8,-1,1,1274760,-1,-1,3,1,2100,0,175525610,1,0
95912,64,104,6,3,-1,1,-1,-1,99,3,2,9000,0,109170503,0,1
576506,64,603,5,1,-1,1,1008776,3,-1,4,1,2900,0,1250287939,1,0
945015,83,465,6,9,-1,0,-1,-1,-1,9,2,9000,0,110815272,0,0
286176,64,502,7,1,-1,0,-1,-1,-1,7,3,7800,0,206163056,0,1
91689,10,333,6,1,-1,1,-1,-1,54,7,0,10700,0,49119766,0,1
545617,12,679,6,3,-1,1,-1,-1,72,7,2,9000,0,121858251,0,0
649995,64,576,0,1,366370,1,-1,-1,58,3,0,10700,0,57009751,0,0
469340,70,422,6,4,-1,1,-1,-1,98,3,3,7800,0,186127108,0,0
10585,83,934,9,7,-1,0,-1,-1,-1,8,0,4000,0,88404652,1,0
137815,83,741,6,9,-1,1,-1,-1,98,3,2,9000,0,109170503,0,0
991303,63,304,0,5,-1,1,78239,-1,-1,4,2,37800,0,311583481,0,0
420982,64,811,6,1,-1,1,-1,-1,72,6,0,4000,0,100388076,1,0
633251,64,564,7,7,-1,1,9805,0,-1,2,3,7800,0,209469320,0,1
239791,64,3,0,8,-1,1,-1,-1,-1,5,0,4000,0,86422240,1,1
300900,64,564,8,6,-1,0,-1,-1,-1,9,2,37800,0,298444215,0,0
957855,64,38,6,9,250001000,1,12538,0,-1,8,3,7800,0,207833825,0,1
928103,83,224,6,3,-1,1,-1,-1,53,7,1,2100,0,171648984,1,0
209829,51,706,0,6,-1,0,8344457,-1,-1,1,0,4000,0,84529251,1,0
900537,64,623,7,9,-1,1,1185626,-1,-1,3,3,7800,0,188167353,0,1
119113,64,308,6,7,-1,1,-1,-1,-1,6,0,4000,0,86422240,1,0
303938,39,575,6,7,-1,1,-1,-1,-1,9,3,7800,0,190130445,0,0
123620,83,878,6,7,-1,1,12047,0,-1,8,3,7800,0,211049519,0,0
764366,51,323,6,7,-1,0,-1,-1,-1,5,0,4000,0,94447071,1,1
20335,83,376,6,7,-1,0,18146851,-1,-1,6,2,37800,0,326838199,0,1
692765,64,476,9,1,-1,1,17213,3300,-1,7,3,7800,0,201035904,0,0
328620,64,703,6,6,-1,1,-1,-1,-1,1,1,2100,0,216565317,1,1
17611,64,227,6,4,-1,1,547194,250000,-1,6,1,2900,0,1183209471,1,1
270206,64,865,6,7,-1,1,12047,0,-1,8,0,4000,0,100388076,1,0
941802,64,478,9,7,-1,1,-1,-1,71,7,1,2100,0,195305012,1,1
617851,51,942,9,9,-1,1,-1,-1,-1,7,1,5000,0,1313973713,0,1
797036,63,396,0,2,-1,1,-1,-1,96,5,1,5000,0,1371860000,0,0
676048,83,726,6,4,-1,1,572111,20,-1,7,3,7800,0,188078227,0,0
572789,64,704,6,5,-1,1,-1,-1,-1,1,2,37800,0,306771529,0,0
386065,11,359,9,1,-1,1,-1,-1,-1,7,3,7800,0,193886505,0,0
384914,64,301,6,4,-1,1,-1,-1,-1,4,0,4000,0,75523576,1,0
344352,64,922,6,2,-1,1,-1,-1,-1,1,3,7800,0,207833825,0,0
781254,64,14,0,9,-1,0,-1,-1,-1,9,0,10700,0,44187637,0,1
756495,64,700,6,7,-1,1,-1,-1,97,8,1,5000,0,1363240000,0,0
696865,64,676,6,1,2725860,1,-1,-1,99,4,0,4000,0,100388076,1,1
179212,83,395,6,7,-1,1,-1,-1,81,6,3,7800,0,201035904,0,0
473055,64,638,6,9,-1,0,-1,-1,-1,3,1,5000,0,1396215000,0,0
257314,83,861,8,1,-1,1,29024,2,-1,3,0,10700,0,57792520,0,1
189111,64,988,9,5,292161,1,16253,0,-1,2,1,5000,0,1303720000,0,0
828032,64,921,6,8,-1,0,38896160,-1,-1,3,1,2900,0,1200669762,1,0
288392,64,117,9,5,-1,1,-1,-1,-1,3,2,9000,0,107560155,0,0
766549,64,402,7,7,-1,1,-1,-1,-1,2,1,5000,0,1303720000,0,1
567448,64,732,6,3,-1,1,0,-1,-1,4,1,5000,0,1396215000,0,0
236816,10,800,6,9,-1,1,-1,-1,-1,6,1,2100,0,164022626,1,1
874471,9,107,9,1,455342,0,-1,-1,-1,7,3,7800,0,186127108,0,0
445451,64,764,6,9,-1,1,-1,-1,98,8,1,5000,0,1331260000,0,1
705739,64,804,6,9,-1,1,1986,0,-1,1,1,5000,0,1387790000,0,0
351126,64,242,0,1,-1,1,109595,-1,-1,9,2,29800,0,33628895,0,1
132324,64,705,6,5,-1,0,391267129,-1,-1,9,2,9000,0,114092961,0,1
235318,6,710,9,9,-1,1,13866,0,-1,8,2,9000,0,121858251,0,0
931829,64,754,6,7,-1,1,20201,5800,-1,3,2,9000,0,118827158,0,1
16306,83,160,6,1,-1,1,-1,-1,72,7,2,9000,0,121858251,0,0
323290,51,496,9,7,-1,1,-1,-1,-1,5,2,29800,0,35437435,0,1
185156,64,469,9,7,-1,1,-1,-1,96,8,2,29800,0,35437435,0,0
114694,64,811,6,1,-1,0,100191003,-1,-1,2,3,7800,0,201035904,0,0
721039,12,458,6,3,-1,0,-1,-1,-1,2,3,7800,0,193886505,0,0
145256,51,719,7,9,-1,1,-1,-1,65,7,3,7800,0,201035904,0,0
322208,64,748,9,2,-1,0,92074444,-1,-1,5,0,4000,0,88404652,1,0
765575,51,690,8,9,-1,1,-1,-1,99,4,2,29800,0,34004889,0,1
786912,51,881,9,7,-1,1,-1,-1,-1,2,1,2100,0,199426953,1,1
255603,83,65,6,9,-1,1,-1,-1,-1,6,2,29800,0,37065178,0,1
614777,64,61,6,9,-1,1,11300,0,-1,2,0,10700,0,52832659,0,1
877735,64,626,8,6,-1,1,-1,-1,99,4,2,9000,0,127575529,0,0
32063,51,201,6,4,-1,1,0,-1,-1,8,0,4000,0,88404652,1,1
605212,75,894,7,6,-1,1,-1,-1,83,9,1,2100,0,187280125,1,1
964887,83,846,6,9,-1,1,-1,-1,-1,2,1,2100,0,203631356,1,1
633906,64,841,6,9,-1,1,-1,-1,76,6,1,2900,0,1338676779,1,1
83705,64,276,7,7,-1,0,-1,-1,-1,5,2,9000,0,109170503,0,1
949833,64,439,9,2,-1,0,38209676,-1,-1,3,3,7800,0,190130445,0,0
237767,83,525,6,3,-1,1,-1,-1,-1,1,3,7800,0,207833825,0,1
138842,51,937,9,1,-1,1,-1,-1,94,2,0,10700,0,49779472,0,0
445800,83,940,6,5,-1,0,21809176,-1,-1,6,1,2100,0,167808106,1,1
632988,64,380,6,9,-1,1,1648,0,-1,1,0,4000,0,84529251,1,1
767142,64,299,6,2,-1,1,-1,-1,-1,7,2,29800,0,37593384,0,1
339343,64,659,0,7,-1,1,-1,-1,85,6,1,5000,0,1317885000,0,1
161325,83,36,9,1,325138,1,40213,-1,-1,2,1,2900,0,1234281163,1,1
810215,83,16,6,9,-1,1,-1,-1,64,7,3,7800,0,199287292,0,0
568037,64,849,6,2,-1,1,11300,0,-1,2,3,7800,0,199287292,0,0
375882,83,487,9,9,-1,1,-1,-1,-1,8,3,7800,0,188078227,0,1
156222,64,926,6,9,-1,1,-1,-1,-1,8,2,37800,0,313877662,0,0
179734,83,30,6,7,-1,1,-1,-1,98,8,3,7800,0,190130445,0,0
279979,64,277,9,3,-1,1,-1,-1,-1,3,2,9000,0,106005199,0,1
577243,64,528,5,9,-1,1,-1,-1,99,4,1,2100,0,179424643,1,1
288205,83,105,5,5,-1,0,-1,-1,-1,3,0,4000,0,92442549,1,1
744953,51,636,9,7,-1,1,-1,-1,-1,8,2,37800,0,311583481,0,0
24329,9,626,9,1,366370,1,-1,-1,-1,2,1,2100,0,164022626,1,0
909751,64,242,9,7,-1,1,-1,-1,-1,3,2,37800,0,295516599,0,1
808656,11,78,0,1,2725860,1,-1,-1,-1,5,2,29800,0,33628895,0,1
107259,83,830,6,1,-1,0,-1,-1,-1,9,2,9000,0,107560155,0,0
775549,10,806,6,1,-1,1,9850,0,-1,2,2,37800,0,328329953,0,1
997680,64,353,6,7,-1,1,-1,-1,98,8,1,5000,0,1311020000,0,1
894917,63,662,6,2,-1,1,-1,-1,-1,9,2,9000,0,110815272,0,1
520186,83,23,9,4,-1,1,612859,42,-1,6,2,9000,0,117274156,0,0
20741,64,613,9,6,-1,0,-1,-1,-1,3,1,5000,0,1396215000,0,1
947452,75,812,7,1,-1,1,-1,-1,91,1,2,37800,0,325122128,0,0
180505,64,668,6,9,-1,1,832448,2,-1,4,1,2100,0,165803560,1,0
530649,16,704,9,3,-1,1,-1,-1,-1,1,0,4000,0,92442549,1,1
978637,83,357,5,3,-1,0,8435934,-1,-1,1,2,29800,0,32571174,0,0
122622,64,177,6,2,-1,1,-1,-1,-1,1,1,5000,0,1379860000,0,0
724672,64,649,6,4,-1,1,-1,-1,92,2,2,9000,0,121858251,0,0
926054,83,968,6,3,-1,1,-1,-1,95,3,1,5000,0,1337705000,0,1
923541,64,281,6,9,30000400,1,-1,-1,-1,2,0,10700,0,50477013,0,0
875877,83,242,6,8,-1,1,-1,-1,-1,8,1,2900,0,1295600768,1,0
411347,51,796,9,5,-1,1,-1,-1,98,5,1,5000,0,1379860000,0,0
960678,8,498,9,9,-1,0,-1,-1,-1,6,2,37800,0,311583481,0,0
121032,75,314,6,6,-1,0,-1,-1,-1,1,2,29800,0,35702908,0,1
505594,64,734,6,7,-1,1,420732,37,-1,6,0,10700,0,57009751,0,1
381745,64,532,6,7,-1,1,-1,-1,93,2,0,4000,0,86422240,1,0
145704,10,736,6,3,-1,1,-1,-1,72,7,0,4000,0,92442549,1,0
396795,64,57,6,3,-1,1,-1,-1,87,4,2,9000,0,106005199,0,0
339262,83,138,9,1,-1,1,565470,250000,-1,6,2,37800,0,295516599,0,0
199352,64,752,6,8,-1,1,-1,-1,94,8,2,29800,0,35437435,0,0
602808,83,340,6,3,-1,1,-1,-1,94,8,2,9000,0,120355137,0,0
890063,64,358,8,4,-1,1,-1,-1,-1,1,0,4000,0,92442549,1,0
966331,64,944,6,8,-1,1,545732,22,-1,7,0,4000,0,94447071,1,1
267983,64,386,9,1,-1,1,-1,-1,-1,8,1,5000,0,1407745000,0,0
963573,4,897,6,7,-1,1,-1,-1,64,7,0,4000,0,86422240,1,1
519308,39,804,6,7,-1,1,-1,-1,-1,2,3,7800,0,192030362,0,0
916416,64,368,6,2,-1,1,-1,-1,97,4,0,4000,0,79636081,1,0
886812,75,516,7,9,-1,1,1008776,3,-1,4,1,5000,0,1345035000,0,0
938080,70,128,6,5,804659,1,-1,-1,99,3,2,37800,0,313877662,0,1
983434,39,404,6,9,-1,1,-1,-1,90,1,1,5000,0,1337705000,0,1
889073,64,247,6,8,-1,1,-1,-1,95,2,1,5000,0,1337705000,0,1
314464,12,768,9,3,-1,1,-1,-1,98,8,2,37800,0,301231207,0,1
636092,64,27,0,3,-1,0,-1,-1,-1,3,0,10700,0,55386369,0,0
196612,51,686,9,7,-1,1,0,-1,-1,8,0,4000,0,96442590,1,1
3500,64,83,6,9,-1,1,-1,-1,95,3,3,7800,0,195713637,0,1
282772,64,800,7,5,-1,1,-1,-1,71,1,0,4000,0,96442590,1,1
850959,64,96,6,5,65750,1,-1,-1,92,2,1,5000,0,1317885000,0,0
85419,83,424,0,7,-1,1,-1,-1,96,1,1,5000,0,1324655000,0,0
515651,64,15,9,3,-1,1,-1,-1,-1,7,0,10700,0,47880595,0,1
487133,64,387,6,3,-1,1,-1,-1,-1,2,0,4000,0,78887007,1,1
88043,64,776,9,5,-1,1,-1,-1,-1,2,2,9000,0,127575529,0,1
127971,64,786,8,9,-1,1,-1,-1,-1,4,0,10700,0,55386369,0,1
354988,51,618,0,6,-1,0,399986557,-1,-1,9,2,37800,0,313877662,0,1
956522,64,404,6,9,-1,1,26507,8200,-1,7,2,29800,0,33098932,0,1
389556,88,562,0,3,-1,1,89659,-1,-1,9,3,7800,0,201035904,0,1
381368,77,975,6,4,-1,1,-1,-1,-1,7,3,7800,0,201035904,0,0
812825,64,14,9,5,-1,1,-1,-1,-1,1,2,37800,0,325122128,0,1
616056,9,937,9,1,325138,0,385759000,-1,-1,4,2,9000,0,126190782,0,0
642782,64,187,6,1,-1,0,-1,-1,-1,3,2,29800,0,33098932,0,0
217321,64,838,5,8,-1,0,-1,-1,-1,7,3,7800,0,201035904,0,1
693040,5,583,6,2,-1,0,-1,-1,-1,2,2,29800,0,33098932,0,0
577066,64,559,9,9,-1,1,-1,-1,-1,7,1,2100,0,171648984,1,0
630473,64,809,6,1,-1,1,-1,-1,94,2,2,29800,0,34339328,0,1
538742,83,250,7,1,-1,1,-1,-1,99,4,0,4000,0,86422240,1,1
76274,16,294,9,3,-1,1,-1,-1,94,1,2,37800,0,301231207,0,0
238915,5,852,9,8,-1,1,-1,-1,97,8,2,29800,0,34004889,0,0
883808,64,599,6,3,-1,1,26478,2,-1,3,1,5000,0,1371860000,0,1
843016,51,641,6,5,292161,1,1782,0,-1,1,0,4000,0,81134789,1,0
144542,83,75,6,9,-1,1,-1,-1,88,7,0,4000,0,100388076,1,0
524992,64,94,6,3,-1,1,-1,-1,-1,2,1,5000,0,1324655000,0,0
146627,64,958,6,7,-1,1,-1,-1,63,7,1,2100,0,183340168,1,1
458173,64,766,6,4,-1,0,-1,-1,-1,8,0,4000,0,76873670,1,1
654770,64,379,6,7,-1,0,-1,-1,-1,8,1,2900,0,1280842119,1,0
939735,83,781,6,5,-1,0,8247372,-1,-1,1,2,9000,0,121858251,0,0
709392,83,889,6,7,-1,0,-1,-1,-1,1,1,2100,0,187280125,1,0
271845,64,773,6,4,-1,1,-1,-1,-1,6,1,2900,0,1095351995,1,0
546889,64,341,6,7,-1,1,38769,-1,-1,2,2,29800,0,36109487,0,0
137213,39,281,9,4,-1,1,-1,-1,97,5,2,37800,0,318386329,0,1
329302,64,559,6,9,-1,1,-1,-1,99,4,1,2900,0,1200669762,1,1
579200,64,955,0,9,-1,1,-1,-1,-1,5,1,2100,0,175525610,1,1
705148,64,620,6,7,-1,1,-1,-1,-1,6,1,2900,0,1352642283,1,0
528934,83,863,9,6,-1,1,-1,-1,99,3,1,5000,0,1354190000,0,0
505881,83,680,6,9,51050,1,-1,-1,-1,6,2,37800,0,298444215,0,0
651173,16,585,9,4,-1,1,-1,-1,-1,6,0,4000,0,82761244,1,1
405949,64,161,9,8,-1,1,14042,890,-1,7,3,7800,0,193886505,0,1
232972,64,488,6,7,-1,0,-1,-1,-1,3,1,2900,0,1200669762,1,0
369044,75,89,6,9,-1,1,-1,-1,95,8,3,7800,0,206163056,0,1
407903,51,427,9,3,-1,1,-1,-1,-1,4,0,10700,0,50477013,0,0
66750,63,313,8,4,-1,1,-1,-1,-1,6,2,37800,0,295516599,0,1
699278,64,980,6,3,-1,1,-1,-1,92,1,2,37800,0,304093966,0,0
860296,64,789,6,3,-1,1,16199902,-1,-1,5,2,37800,0,306771529,0,0
440790,9,336,0,5,-1,1,-1,-1,79,6,1,5000,0,1354190000,0,0
902423,64,974,6,7,-1,1,3171001,46,-1,9,0,10700,0,49119766,0,1
517656,64,151,6,9,-1,1,-1,-1,-1,1,1,5000,0,1303720000,0,0
250432,83,863,6,9,-1,1,-1,-1,92,4,0,10700,0,49119766,0,0
855468,64,706,6,3,-1,1,-1,-1,63,7,2,29800,0,34714222,0,0
820474,51,347,5,4,-1,1,-1,-1,96,3,3,7800,0,206163056,0,0
447472,64,607,6,8,-1,1,1728,200,-1,8,1,2900,0,1265780243,1,1
480289,64,216,9,5,-1,1,2691758,32,-1,9,2,29800,0,37065178,0,0
978483,64,793,9,5,65750,1,54657,-1,-1,9,2,9000,0,127575529,0,1
590247,83,793,8,7,-1,0,411387851,-1,-1,9,2,9000,0,121858251,0,1
70794,64,380,9,9,-1,1,-1,-1,93,2,0,10700,0,52832659,0,0
168838,64,830,8,7,-1,0,92074444,-1,-1,5,3,7800,0,201035904,0,0
773707,51,530,6,7,-1,1,17354,6500,-1,3,2,9000,0,115695468,0,1
428260,64,535,9,7,-1,1,-1,-1,93,8,2,29800,0,34714222,0,0
275868,64,690,6,1,325138,1,-1,-1,93,2,3,7800,0,209469320,0,0
14471,64,365,8,4,-1,1,-1,-1,88,3,1,2100,0,212228288,1,1
561723,64,396,6,7,-1,0,412644359,-1,-1,9,2,9000,0,117274156,0,0
683036,64,406,6,3,-1,1,-1,-1,-1,5,3,7800,0,211049519,0,1
955306,64,589,6,7,-1,1,-1,-1,73,5,0,4000,0,100388076,1,1
5577,51,868,9,1,-1,1,-1,-1,71,6,1,2100,0,179424643,1,1
39642,63,235,6,7,-1,1,-1,-1,-1,4,0,4000,0,75523576,1,0
136000,83,546,6,1,-1,1,-1,-1,93,2,1,2900,0,1366417756,1,0
169767,10,111,9,3,-1,0,-1,-1,-1,3,1,2900,0,1265780243,1,1
126240,64,792,9,7,-1,1,0,-1,-1,8,1,2900,0,1234281163,1,1
496678,64,974,6,4,-1,1,0,-1,-1,8,2,29800,0,35702908,0,1
162529,64,495,6,6,-1,1,-1,-1,77,6,2,29800,0,37593384,0,1
